FECHA,PAÍS,ACRÓNIMO,CATEGORÍA,QUERY,NOTICIA,ESTADO,MOTIVO
19/03/2026 10:20:56,ALEMANIA,BND,Ciberinteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"") (espionage OR counterintelligence OR sabotage OR Russia OR Russian)","France, Germany, Russia High-ranking BND official falls victim to Russian phishing campaign on Signal and WhatsApp - Intelligence Online",ACEPTADO,"score=6 | flags=positivo,ciber,ciber_actor,radar,bnd | Alemania fuerte"
19/03/2026 10:20:58,ALEMANIA,BND,Inteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt para la Protección de la Constitución"" OR ""inteligencia alemana"" OR ""contrainteligencia alemana"")",Fidelity UCITS II ICAV - Net Asset Value(s) - Bolsamania,DESCARTADO,score=0 | flags=sin_senales | Alemania ruido o contexto débil
19/03/2026 10:20:59,ALEMANIA,BFV,Inteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""Bundesnachrichtendienst"")","Verfassungsschutz: Russland sieht Deutschland laut BfV ""mitunter als Feind Nummer eins"" - DIE ZEIT",ACEPTADO,"score=6 | flags=positivo,verfassungsschutz,bfv | Alemania fuerte"
19/03/2026 10:21:00,ALEMANIA,BFV,Seguridad estratégica,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""Bundesnachrichtendienst"")",Sabotage und Spionage: BfV sieht „mehr Risikoappetit“ bei ausländischen Angreifern - Tagesspiegel,ACEPTADO,"score=3 | flags=positivo,bfv | Alemania fuerte"
19/03/2026 10:21:01,ALEMANIA,BFV,Inteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""Bundesnachrichtendienst"")",BfV sieht «mehr Risikoappetit» bei ausländischen Angreifern - T-Online,DESCARTADO,"score=3 | flags=positivo,bfv | Alemania ruido o contexto débil"
19/03/2026 10:21:01,ALEMANIA,BFV,Inteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""Bundesnachrichtendienst"")",BFV-Verbandspokal der Frauen mit Münchner Stadtderby - Wochenanzeiger,DESCARTADO,"score=3 | flags=positivo,bfv | Alemania ruido o contexto débil"
19/03/2026 10:21:02,ALEMANIA,BFV,Inteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""Bundesnachrichtendienst"")","""Einsatz von Verfassungsschutz"": Weimer erntet Buhrufe bei Festakt zur Buchmesse-Eröffnung - Ntv",ACEPTADO,"score=5 | flags=positivo,verfassungsschutz | Alemania fuerte"
19/03/2026 10:21:03,ALEMANIA,BFV,Inteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""Bundesnachrichtendienst"")",„Tag-X“-Demonstration: Aktivistin verklagt Verfassungsschutz - netzpolitik.org,ACEPTADO,"score=5 | flags=positivo,verfassungsschutz | Alemania fuerte"
19/03/2026 10:21:04,ALEMANIA,BFV,Inteligencia,"(""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""BfV"") (Deutschland OR Geheimdienst OR Spionage OR Extremismus OR Präsident OR Praesident)","Verfassungsschutz: Russland sieht Deutschland laut BfV ""mitunter als Feind Nummer eins"" - DIE ZEIT",ACEPTADO,"score=6 | flags=positivo,verfassungsschutz,bfv | Alemania fuerte"
19/03/2026 10:21:05,ALEMANIA,BFV,Seguridad estratégica,"(""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""BfV"") (Deutschland OR Geheimdienst OR Spionage OR Extremismus OR Präsident OR Praesident)",Sabotage und Spionage: BfV sieht „mehr Risikoappetit“ bei ausländischen Angreifern - Tagesspiegel,ACEPTADO,"score=3 | flags=positivo,bfv | Alemania fuerte"
19/03/2026 10:21:06,ALEMANIA,BFV,Inteligencia,"(""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""BfV"") (Deutschland OR Geheimdienst OR Spionage OR Extremismus OR Präsident OR Praesident)",Geheimdienst: BSW wieder in Kommission für Verfassungsschutz vertreten - STERN.de,ACEPTADO,"score=5 | flags=positivo,verfassungsschutz | Alemania fuerte"
19/03/2026 10:21:07,ALEMANIA,BFV,Inteligencia,"(""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""BfV"") (Deutschland OR Geheimdienst OR Spionage OR Extremismus OR Präsident OR Praesident)",BfV sieht «mehr Risikoappetit» bei ausländischen Angreifern - T-Online,DESCARTADO,"score=3 | flags=positivo,bfv | Alemania ruido o contexto débil"
19/03/2026 10:21:07,ALEMANIA,BFV,Inteligencia,"(""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""BfV"") (Deutschland OR Geheimdienst OR Spionage OR Extremismus OR Präsident OR Praesident)",Gefahr für Deutschland eskaliert: Verfassungsschutz warnt vor „Tötungsoperationen“ - Express,ACEPTADO,"score=5 | flags=positivo,verfassungsschutz | Alemania fuerte"
19/03/2026 10:21:08,ALEMANIA,BFV,Inteligencia,"(""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""BfV"") (Deutschland OR Geheimdienst OR Spionage OR Extremismus OR Präsident OR Praesident)",BfV sieht „mehr Risikoappetit“ bei ausländischen Angreifern - Westdeutsche Zeitung,DESCARTADO,"score=3 | flags=positivo,bfv | Alemania ruido o contexto débil"
19/03/2026 10:21:09,ALEMANIA,BFV,Inteligencia,"(""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"") (""neuer Mann"" OR Präsident OR Praesident OR Chef OR Leitung)","Verfassungsschutz: Russland sieht Deutschland laut BfV ""mitunter als Feind Nummer eins"" - DIE ZEIT",ACEPTADO,"score=6 | flags=positivo,verfassungsschutz,bfv | Alemania fuerte"
19/03/2026 10:21:10,ALEMANIA,BFV,Inteligencia,"(""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"") (""neuer Mann"" OR Präsident OR Praesident OR Chef OR Leitung)",Gefahr für Deutschland eskaliert: Verfassungsschutz warnt vor „Tötungsoperationen“ - Express,ACEPTADO,"score=5 | flags=positivo,verfassungsschutz | Alemania fuerte"
19/03/2026 10:21:12,ALEMANIA,BFV,Seguridad estratégica,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesnachrichtendienst"") (Spionage OR Gegenspionage OR Geheimdienst OR Terrorismus OR Sabotage)",Sabotage und Spionage: BfV sieht „mehr Risikoappetit“ bei ausländischen Angreifern - Tagesspiegel,ACEPTADO,"score=3 | flags=positivo,bfv | Alemania fuerte"
19/03/2026 10:21:13,ALEMANIA,BFV,Inteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesnachrichtendienst"") (Spionage OR Gegenspionage OR Geheimdienst OR Terrorismus OR Sabotage)",Geheimdienst: BSW wieder in Kommission für Verfassungsschutz vertreten - STERN.de,ACEPTADO,"score=5 | flags=positivo,verfassungsschutz | Alemania fuerte"
19/03/2026 10:21:14,ALEMANIA,BFV,Inteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesnachrichtendienst"") (Spionage OR Gegenspionage OR Geheimdienst OR Terrorismus OR Sabotage)",BfV sieht «mehr Risikoappetit» bei ausländischen Angreifern - T-Online,DESCARTADO,"score=3 | flags=positivo,bfv | Alemania ruido o contexto débil"
19/03/2026 10:21:15,ALEMANIA,BFV,Inteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""Bundesnachrichtendienst"" OR ""German intelligence"" OR ""German domestic intelligence"")","Daredevil: BA/Spider-Man: BND, Buffy & Firefly: BCTV Daily Dispatch - Bleeding Cool News",DESCARTADO,"score=3 | flags=positivo,bnd | Alemania ruido o contexto débil"
19/03/2026 10:21:16,ALEMANIA,BFV,Inteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""Bundesnachrichtendienst"" OR ""German intelligence"" OR ""German domestic intelligence"")",Stutsman County producers seek over $25M in aid; BND expands ag relief to $500M - KSJB AM 600,DESCARTADO,"score=3 | flags=positivo,bnd | Alemania ruido o contexto débil"
19/03/2026 10:21:16,ALEMANIA,BFV,Ciberinteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"" OR ""Bundesnachrichtendienst"" OR ""German intelligence"" OR ""German domestic intelligence"")","Germany Intel Reform March 18: BfV to Disrupt Cyberattacks, Hybrid Hub - Meyka",ACEPTADO,"score=5 | flags=positivo,ciber,radar,bfv | Alemania fuerte"
19/03/2026 10:21:17,ALEMANIA,BFV,Ciberinteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt für Verfassungsschutz"") (espionage OR counterintelligence OR sabotage OR Russia OR Russian)","France, Germany, Russia High-ranking BND official falls victim to Russian phishing campaign on Signal and WhatsApp - Intelligence Online",ACEPTADO,"score=6 | flags=positivo,ciber,ciber_actor,radar,bnd | Alemania fuerte"
19/03/2026 10:21:19,ALEMANIA,BFV,Inteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt para la Protección de la Constitución"" OR ""inteligencia alemana"" OR ""contrainteligencia alemana"")",ZERO a BND | Convertir de ZeroLend a dólar bruneano - OKX,DESCARTADO,"score=3 | flags=positivo,bnd | Alemania ruido o contexto débil"
19/03/2026 10:21:19,ALEMANIA,BFV,Inteligencia,"(""BfV"" OR ""BND"" OR ""Verfassungsschutz"" OR ""Bundesamt para la Protección de la Constitución"" OR ""inteligencia alemana"" OR ""contrainteligencia alemana"")",Fidelity UCITS II ICAV - Net Asset Value(s) - Bolsamania,DESCARTADO,score=0 | flags=sin_senales | Alemania ruido o contexto débil
19/03/2026 10:21:22,BOLIVIA,DNI,Inteligencia,"(""DNI"" OR ""Dirección Nacional de Inteligencia"" OR ""Bolivia"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Vídeo del DNI Tulsi Gabbard ofrece una evaluación de inteligencia sobre Irán durante una audiencia en el Senado - ucvradio.pe,ACEPTADO,"score=3 | flags=positivo,radar | Regla general"
19/03/2026 10:21:23,BRASIL,ABIN,Inteligencia,"(""ABIN"" OR ""Agência Brasileira de Inteligência"" OR ""Agencia Brasileira de Inteligencia"") Brasil",Abin alerta para risco de enquadrar PCC e CV como terroristas - O Antagonista,ACEPTADO,score=2 | flags=positivo | Brasil fuerte
19/03/2026 10:21:24,BRASIL,ABIN,Inteligencia,"(""ABIN"" OR ""Agência Brasileira de Inteligência"" OR ""Agencia Brasileira de Inteligencia"") Brasil",Abin alerta que classificar facções como terroristas ameaça soberania do Brasil - Folha MS,ACEPTADO,"score=3 | flags=pais,positivo | Brasil fuerte"
19/03/2026 10:21:24,BRASIL,ABIN,Inteligencia,"(""ABIN"" OR ""Agência Brasileira de Inteligência"" OR ""Agencia Brasileira de Inteligencia"") Brasil",Abin avalia que designação de PCC e CV como terroristas abre brecha para interferência - Portal 6,ACEPTADO,score=2 | flags=positivo | Brasil fuerte
19/03/2026 10:21:27,BRASIL,ABIN,Inteligencia,"(""ABIN"" OR ""Agência Brasileira de Inteligência"") espionagem OR inteligência OR ""abin paralela""",Abin alerta que classificar facções como terroristas ameaça soberania do Brasil - Folha MS,ACEPTADO,"score=3 | flags=pais,positivo | Brasil fuerte"
19/03/2026 10:21:30,CHILE,ANI,Inteligencia,"(""ANI"" OR ""Agencia Nacional de Inteligencia"" OR ""inteligencia chilena"")","Gobierno Petro invirtió $23,4 billones en proyectos carreteros concesionados, 70,3% más que las inversiones realizadas en los últimos tres cuatrienios - ani.gov.co",DESCARTADO,score=2 | flags=positivo | Chile ANI ruido o contexto débil
19/03/2026 10:21:32,CHILE,ANI,Inteligencia,"(""ANI"" OR ""Agencia Nacional de Inteligencia"" OR ""inteligencia chilena"")",Entrevista a Lady Ani (LAST DAYS OF EDEN): “Nuestra música tiene un público minoritario” - Metalcry.com,ACEPTADO,score=2 | flags=positivo | Chile ANI fuerte
19/03/2026 10:21:37,CHINA,MSS,Inteligencia,"(""MSS"" OR ""Ministry of State Security"" OR ""China"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")","Spotlight Canada Despite thaw, Canadian intelligence remains vigilant on China - Intelligence Online",ACEPTADO,"score=2 | flags=pais,radar | China/MSS fuerte"
19/03/2026 10:21:37,CHINA,MSS,Inteligencia,"(""MSS"" OR ""Ministry of State Security"" OR ""China"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",US intelligence agencies not expecting China to invade Taiwan in 2027 - Al Jazeera,DESCARTADO,"score=2 | flags=pais,radar | China ruido cultural o contexto débil"
19/03/2026 10:21:38,CHINA,MSS,Inteligencia,"(""MSS"" OR ""Ministry of State Security"" OR ""China"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",US Intelligence Agencies Soften Outlook on China’s Plans for Taiwan - Bloomberg.com,DESCARTADO,"score=2 | flags=pais,radar | China ruido cultural o contexto débil"
19/03/2026 10:21:38,CHINA,MSS,Inteligencia,"(""MSS"" OR ""Ministry of State Security"" OR ""China"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",China not planning to invade Taiwan in 2027: U.S. intelligence report - Focus Taiwan,DESCARTADO,"score=2 | flags=pais,radar | China ruido cultural o contexto débil"
19/03/2026 10:21:40,COLOMBIA,DNI,Inteligencia,"""Dirección Nacional de Inteligencia"" Colombia",La DNI advirtió riesgo de manipulación de datos tras ataque a la plataforma de la Dian que podría impactar las elecciones presidenciales - Infobae,DESCARTADO,score=2 | flags=positivo | Regla general insuficiente o ruido
19/03/2026 10:21:41,COLOMBIA,DNI,Ciberinteligencia,"""Dirección Nacional de Inteligencia"" Colombia",Dian bajo alerta por ciberataques; inteligencia advierte riesgo de manipulación de datos de cara a elecciones - elpais.com.co,ACEPTADO,"score=5 | flags=positivo,ciber,ciber_actor,radar | Regla general"
19/03/2026 10:21:41,COLOMBIA,DNI,Inteligencia,"""Dirección Nacional de Inteligencia"" Colombia",DNI advierte sobre vulneración de datos ciudadanos y riesgos para el proceso electoral - Portafolio.co,DESCARTADO,score=2 | flags=positivo | Regla general insuficiente o ruido
19/03/2026 10:21:44,COLOMBIA,DNI,Inteligencia,"""DNI"" Colombia inteligencia",La DNI advirtió riesgo de manipulación de datos tras ataque a la plataforma de la Dian que podría impactar las elecciones presidenciales - Infobae,DESCARTADO,score=2 | flags=positivo | Regla general insuficiente o ruido
19/03/2026 10:21:45,COLOMBIA,DNI,Inteligencia,"(""DNI"" OR ""Dirección Nacional de Inteligencia"" OR ""Colombia"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Colombia | MinCiencias abre convocatoria ColombIA Inteligente 2026 para financiar soluciones con inteligencia artificial y tecnologías cuánticas - DPL News,ACEPTADO,"score=4 | flags=pais,positivo,radar | Regla general"
19/03/2026 10:21:46,COLOMBIA,DNI,Inteligencia,"(""DNI"" OR ""Dirección Nacional de Inteligencia"" OR ""Colombia"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Nequi y AWS abren 300.000 cursos gratis de inteligencia artificial en Colombia - ENTER.CO,ACEPTADO,"score=4 | flags=pais,positivo,radar | Regla general"
19/03/2026 10:21:48,COSTA RICA,DIS,Inteligencia,"(""DIS"" OR ""Dirección de Inteligencia y Seguridad"" OR ""inteligencia Costa Rica"")",Los accionistas de The Walt Disney Company (NYSE: DIS) aprobaron en la reciente asamblea de accionistas la propuesta para ratificar a PricewaterhouseCoopers como la firma independiente de contadores públicos registrada para el año fiscal 2026. - Bitget,DESCARTADO,score=0 | flags=sin_senales | acrónimo ambiguo sin contexto
19/03/2026 10:21:51,ECUADOR,CIES,Inteligencia,"""Ecuador"" FARC campamento ataque entrenamiento disidencias",Ecuador y Estados Unidos destruyen un campamento de las disidencias de las Farc en frontera con Colombia y capturan a cabecilla - MSN,ACEPTADO,"score=3 | flags=pais,positivo | Ecuador fuerte"
19/03/2026 10:21:53,ESPAÑA,CNI,Inteligencia,"(""CNI"" OR ""Centro Nacional de Inteligencia"") España","Mario Casas detalla el trabajo del CNI en ‘El Hormiguero’: “Ellos mienten a todos, son realmente actores” - Infobae",DESCARTADO,score=2 | flags=positivo | España CNI ruido o colisión externa
19/03/2026 10:21:58,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI intelligence,FBI conducting leak investigation into former Trump official who resigned over Iran war - NBC News,DESCARTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI ruido político"
19/03/2026 10:21:58,ESTADOS UNIDOS,FBI,Inteligencia,FBI intelligence,Exclusive / FBI investigates intelligence aide who resigned over war - Semafor,ACEPTADO,"score=4 | flags=pais,positivo,radar | FBI fuerte"
19/03/2026 10:22:01,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI hacker forum,FBI seizes RAMP cybercrime forum used by ransomware gangs - MSN,ACEPTADO,"score=6 | flags=pais,positivo,ciber,ciber_actor,radar | FBI fuerte"
19/03/2026 10:22:04,ESTADOS UNIDOS,FBI,Inteligencia,FBI classified,Exclusive / FBI investigates intelligence aide who resigned over war - Semafor,ACEPTADO,"score=4 | flags=pais,positivo,radar | FBI fuerte"
19/03/2026 10:22:06,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI classified,Former counter-terrorism head investigated by FBI over alleged leaks - BBC,ACEPTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI fuerte"
19/03/2026 10:22:07,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI classified,FBI investigating Kent over allegedly leaking classified information - The Hill,ACEPTADO,"score=4 | flags=positivo,ciber,ciber_actor | FBI fuerte"
19/03/2026 10:22:08,ESTADOS UNIDOS,FBI,Ciberinteligencia,FBI classified,FBI investigates ex-U.S. Counterterrorism Center head Joe Kent for alleged leaks - Axios,ACEPTADO,"score=5 | flags=pais,positivo,ciber,ciber_actor | FBI fuerte"
