FECHA,PAÍS,ACRÓNIMO,CATEGORÍA,QUERY,NOTICIA,ESTADO,MOTIVO
19/03/2026 15:11:09,COLOMBIA,DNI,Inteligencia,"""DNI"" Colombia inteligencia","Hackearon a la Dian, confirmó la Dirección Nacional de Inteligencia: podrían alterar los datos en las elecciones presidenciales - Infobae",ACEPTADO,"score=7 | flags=nombre,positivo,radar | Colombia fuerte"
19/03/2026 15:11:10,COLOMBIA,DNI,Inteligencia,"(""DNI"" OR ""Dirección Nacional de Inteligencia"" OR ""Colombia"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Colombia | MinCiencias abre convocatoria ColombIA Inteligente 2026 para financiar soluciones con inteligencia artificial y tecnologías cuánticas - DPL News,DESCARTADO,"score=0 | flags=pais,positivo,negativo,radar | Colombia ruido AI/tech"
19/03/2026 15:11:11,COLOMBIA,DNI,Inteligencia,"(""DNI"" OR ""Dirección Nacional de Inteligencia"" OR ""Colombia"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Nequi y AWS abren 300.000 cursos gratis de inteligencia artificial en Colombia - ENTER.CO,DESCARTADO,"score=0 | flags=pais,positivo,negativo,radar | Colombia ruido AI/tech"
19/03/2026 15:11:12,COSTA RICA,DIS,Inteligencia,"(""DIS"" OR ""Dirección de Inteligencia y Seguridad"" OR ""inteligencia Costa Rica"")",Los accionistas de The Walt Disney Company (NYSE: DIS) aprobaron en la reciente asamblea de accionistas la propuesta para ratificar a PricewaterhouseCoopers como la firma independiente de contadores públicos registrada para el año fiscal 2026. - Bitget,DESCARTADO,score=0 | flags=sin_senales | acrónimo ambiguo sin contexto
19/03/2026 15:11:13,COSTA RICA,DIS,Inteligencia,"(""DIS"" OR ""Dirección de Inteligencia y Seguridad"" OR ""inteligencia Costa Rica"")",d'Amico vende hasta el 5% de DIS mediante colocación acelerada - MarketScreener España,DESCARTADO,score=0 | flags=sin_senales | acrónimo ambiguo sin contexto
19/03/2026 15:11:15,ECUADOR,CIES,Inteligencia,"""Ecuador"" FARC campamento ataque entrenamiento disidencias",Ecuador y Estados Unidos destruyen un campamento de las disidencias de las Farc en frontera con Colombia y capturan a cabecilla - MSN,ACEPTADO,"score=3 | flags=pais,positivo | Ecuador fuerte"
19/03/2026 15:11:17,ECUADOR,CIES,Inteligencia,"(""CNI"" OR ""CIES"" OR ""Ecuador"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Un juez pide desclasificar datos del CNI por presunto espionaje a exdiputados de la CUP - The Objective,ACEPTADO,"score=3 | flags=positivo,radar | Ecuador fuerte"
19/03/2026 15:11:19,ECUADOR,CIES,Inteligencia,"(""CNI"" OR ""CIES"" OR ""Ecuador"") (""intelligence"" OR ""spy"" OR ""espionage"" OR ""cyber attack"" OR ""security service"" OR ""counterintelligence"" OR ""inteligencia"" OR ""espia"" OR ""espía"" OR ""espionaje"" OR ""ciberataque"" OR ""servicio de seguridad"" OR ""contrainteligencia"")",Juez pide desclasificar datos del CNI por espionaje a la CUP - Estrella Digital,ACEPTADO,"score=3 | flags=positivo,radar | Ecuador fuerte"
19/03/2026 15:11:20,ESPAÑA,CNI,Inteligencia,"(""CNI"" OR ""Centro Nacional de Inteligencia"") España",Un juez pide desclasificar documentos del CNI por el espionaje con Pegasus a la CUP - Infobae,ACEPTADO,"score=3 | flags=positivo,radar | España CNI fuerte"
19/03/2026 15:11:22,ESPAÑA,CNI,Inteligencia,"(""CNI"" OR ""Centro Nacional de Inteligencia"") España","Mario Casas detalla el trabajo del CNI en ‘El Hormiguero’: “Ellos mienten a todos, son realmente actores” - Infobae",DESCARTADO,score=2 | flags=positivo | España CNI ruido o colisión externa
19/03/2026 15:11:23,ESPAÑA,CNI,Inteligencia,"(""CNI"" OR ""Centro Nacional de Inteligencia"") (espionaje OR inteligencia OR spy OR espionage)",Juez pide desclasificar datos del CNI por espionaje a la CUP - Estrella Digital,DESCARTADO,"score=3 | flags=positivo,radar | España CNI ruido o colisión externa"
19/03/2026 15:11:23,ESPAÑA,CNI,Inteligencia,"(""CNI"" OR ""Centro Nacional de Inteligencia"") (espionaje OR inteligencia OR spy OR espionage)",Un juez requiere al Gobierno la desclasificación de documentos del CNI por presunto espionaje con Pegasus a exdiputados de la CUP - El Periódico,ACEPTADO,"score=3 | flags=positivo,radar | España CNI fuerte"
19/03/2026 15:11:24,ESPAÑA,CNI,Inteligencia,"(""CNI"" OR ""Centro Nacional de Inteligencia"") (espionaje OR inteligencia OR spy OR espionage)",Un juez pide desclasificar datos del CNI por presunto espionaje con Pegasus a exdiputados de la CUP - Europa Press,ACEPTADO,"score=3 | flags=positivo,radar | España CNI fuerte"
19/03/2026 15:11:25,ESPAÑA,CNI,Inteligencia,"(""CNI"" OR ""Centro Nacional de Inteligencia"") (espionaje OR inteligencia OR spy OR espionage)",Un juez pide desclasificar documentos del CNI por el espionaje con Pegasus a la CUP - Infobae,ACEPTADO,"score=3 | flags=positivo,radar | España CNI fuerte"
19/03/2026 15:11:26,ESPAÑA,CNI,Inteligencia,"(""CNI"" OR ""Centro Nacional de Inteligencia"") (espionaje OR inteligencia OR spy OR espionage)",Un juez ordena desclasificar documentos del CNI por presunto espionaje con Pegasus a exdiputados de la CUP - CatalunyaPress,ACEPTADO,"score=3 | flags=positivo,radar | España CNI fuerte"
